Day,timestamp,4_churchill_2013_0,4_churchill_2030_45,4_churchill_2030_85,5_columbus_2013_0,5_columbus_2030_45,5_columbus_2030_85,6_cullinane_2013_0,6_cullinane_2030_45,6_cullinane_2030_85,8_dana_2013_0,8_dana_2030_45,8_dana_2030_85,10_dodge_2013_0,10_dodge_2030_45,10_dodge_2030_85,12_ell_2013_0,12_ell_2030_45,12_ell_2030_85,14_forsyth_2013_0,14_forsyth_2030_45,14_forsyth_2030_85,15_hayden_2013_0,15_hayden_2030_45,15_hayden_2030_85,16_holmes_2013_0,16_holmes_2030_45,16_holmes_2030_85,17_hurtig_2013_0,17_hurtig_2030_45,17_hurtig_2030_85,21_lake_2013_0,21_lake_2030_45,21_lake_2030_85,26_power_2013_0,26_power_2030_45,26_power_2030_85,27_richards_2013_0,27_richards_2030_45,27_richards_2030_85,40_westviilageE_2013_0,40_westvillageE_2030_45,40_westvillageE_2030_85
185,1372910400,6.081070703,5.133079743,5.38767998,10.05771061,9.530868817,9.807593847,19.70918068,20.79289938,21.61251138,15.58740912,15.28194684,15.77929764,7.608470171,7.7873223,8.0150673,9.328409836,9.382364673,9.857024673,10.84065383,10.76783853,11.11915173,6.620789864,6.104010937,6.399355837,9.724220191,8.640509304,9.060437604,30.8136573,23.95776473,25.32709673,15.84344477,20.33927782,21.35037382,52.00223935,48.0064406,48.4351736,20.97179321,18.71511922,19.27744822,15.74498656,16.48305807,16.58600907
186,1372996800,6.633143385,5.330242939,5.606652453,10.87442599,9.773015857,10.07344539,22.52987141,20.85311833,21.70308633,16.82081445,15.41670852,15.93247972,8.199100749,8.0145483,8.2507283,10.43994067,9.423078448,9.915318448,11.59754349,10.68760269,11.05192749,7.133840196,6.255060474,6.561344074,10.34193352,8.956403583,9.391884783,31.67842059,23.89661894,25.31666694,24.04999934,21.15685467,22.20539867,53.60845705,45.91457228,46.35918428,22.44348025,18.93764153,19.52079753,16.7397079,16.99644761,17.10321161
187,1373083200,3.546436657,3.943770482,4.25372451,6.845531309,5.87628751,6.213176583,19.95102511,17.47228184,18.44367384,14.96637032,13.84959881,14.43905161,5.668233407,5.7306033,6.0005233,8.925244904,7.747856067,8.310416067,9.623374473,8.764741462,9.181112662,4.408346502,3.921079567,4.271117967,6.353727769,5.436683654,5.934376454,28.50902352,21.84195348,23.46486548,21.34868826,18.50157367,19.69990967,53.41697982,44.53590337,45.04403137,18.66238144,15.71749934,16.38396334,15.07078791,16.27419065,16.39620665
188,1373169600,3.685660008,4.011131597,3.923671053,6.903874907,5.883397179,5.788336303,19.40837175,17.29755605,17.02435205,14.24610076,14.09884395,13.93306035,1.914943346,3.4723713,3.3964563,6.980014457,7.059688876,6.901468876,7.780055129,8.033406665,7.916302265,3.849281202,3.970161677,3.871713377,6.342460871,5.563481193,5.423505093,27.15913943,22.4854924,22.0290484,20.39525559,18.8759587,18.5389267,51.82416243,44.73105485,44.58814385,18.35850163,16.14388707,15.95644407,14.95342515,15.80042185,15.76610485
189,1373256000,7.26090701,5.31301218,5.423263175,11.5620486,9.66795436,9.787786181,23.26938581,20.321018,20.654934,15.72756944,15.21083824,15.41346264,9.521337629,8.1698553,8.2626403,11.27135334,9.637332,9.830712,11.50338054,10.5859566,10.7290842,7.639569665,6.38643877,6.50676447,10.73976341,9.264235004,9.435316904,28.41430339,23.523688,24.081564,21.46419892,20.83097976,21.24290776,54.25631563,45.74967642,45.92434542,21.64500586,19.15653316,19.38563016,17.45016103,17.03979854,17.08174154
190,1373342400,6.070085788,6.181134584,6.320053364,9.75803715,10.40584695,10.55683779,20.91181298,21.67609972,22.10108372,14.77026446,15.93504636,16.19293196,9.013682345,8.9616623,9.0797523,10.16487208,10.28728694,10.53340694,10.83365195,11.53974157,11.72190397,6.601561833,7.080697599,7.233839399,8.883198011,10.07120354,10.28894414,24.42046697,25.27797697,25.98800097,19.1311395,22.41933018,22.94360218,44.99836269,46.31373871,46.53604471,19.69751498,19.94402442,20.23560242,15.51409557,17.497484,17.550866
191,1373428800,6.447525256,6.337677243,6.631524464,10.25540689,10.54601637,10.86539895,21.93909944,22.47922785,23.38990785,15.3421581,16.36021282,16.91282482,8.762111189,9.0121613,9.2652113,10.25901004,10.71197808,11.23937808,11.00275888,11.80158273,12.19193073,7.179297265,7.298317254,7.626478254,9.647591159,10.25890015,10.72548715,28.1181402,26.64191669,28.16339669,21.57567097,23.30229854,24.42573854,45.88366769,46.80618709,47.28255709,20.69704269,20.4269058,21.0517158,16.53911554,17.53861925,17.65300925
192,1373515200,6.410793347,5.957246037,6.368999358,10.43767378,10.188115,10.63564974,22.22793552,21.54925236,22.85456036,15.3607302,15.87763189,16.66970909,8.621744484,9.3956483,9.7583533,9.672585176,10.1748957,10.9308357,11.26979061,11.27921043,11.83870923,6.967279727,6.892128353,7.362492453,9.839762372,9.694355364,10.36313006,25.86173877,24.93645121,27.11723921,21.97343554,22.00671917,23.61698317,46.77150618,46.37735477,47.06015177,20.83534903,19.65517734,20.55073834,17.10980171,17.41406172,17.57802072
193,1373601600,4.979362861,5.257412583,5.472522971,8.789229307,9.693856533,9.927660042,19.92512335,20.61027033,21.27810233,13.80942024,15.26934532,15.67459412,7.096698228,7.9470683,8.1326383,8.561793447,9.282438448,9.669198448,9.78158029,10.58350989,10.86976509,5.399859776,6.167550874,6.408202274,7.876043814,8.831980383,9.174144183,20.41826883,23.49089094,24.60664294,18.11842369,20.85727067,21.68112667,42.25167179,45.78754028,46.13687828,18.88972371,18.77102553,19.22921953,15.79042601,16.96594361,17.04982961
194,1373688000,2.901491027,4.221821763,4.160231199,5.203548772,6.178501484,6.111558692,16.89932662,18.32224984,18.14011384,13.1952886,14.36537001,14.25484761,5.203787481,5.9667833,5.9161733,6.650553041,8.240096067,8.134616067,8.175598474,9.129066262,9.050996662,3.40608978,4.227363167,4.161730967,4.59799004,5.872164854,5.778847454,20.17396021,23.26200148,22.95770548,16.09299286,19.55011767,19.32542967,36.53984788,44.98051537,44.88524137,16.35676322,16.30065534,16.17569334,15.55482464,16.38095465,16.35807665
195,1373774400,3.501276707,4.211708943,4.151565854,5.423370745,6.101404723,6.036035192,17.61431648,17.93503205,17.75289605,14.0784192,14.48567235,14.37514995,1.937484633,3.6495063,3.5988963,6.342034867,7.428868876,7.323388876,7.578555557,8.306650265,8.228580665,3.744110645,4.199874377,4.134242177,5.846753555,5.890092093,5.796774693,21.69420397,23.5505284,23.2462324,18.39999666,19.6623667,19.4376787,38.70266179,45.06451385,44.96923985,17.60376071,16.58125407,16.45629207,15.84260215,15.88049485,15.85761685
196,1373860800,7.100975435,5.626852048,5.880335105,11.49923133,10.00906695,10.28457772,23.3544532,21.29241,22.081666,16.00817302,15.80029104,16.27922144,9.205925163,8.4397753,8.6590853,10.97513897,10.199892,10.656972,11.25300866,11.0023278,11.3406294,7.993866216,6.73647717,7.02088337,11.39537417,9.761927804,10.1663032,25.81148202,25.1466,26.465216,23.05671718,22.02931576,23.00296376,45.67611766,46.25780442,46.67065842,22.54499038,19.82299716,20.36449916,17.69709469,17.16181454,17.26095254
197,1373947200,6.961345064,6.315642936,6.633553221,10.81898245,10.55204409,10.89758082,23.48720931,22.10108372,23.10283172,15.71837961,16.19293196,16.80080516,9.066428344,9.0797523,9.3581073,11.19899804,10.53340694,11.11354694,11.68559321,11.72190397,12.15128677,8.128493599,7.233839399,7.594816499,10.96207056,10.28894414,10.80218984,24.76227213,25.98800097,27.66162897,23.11246929,22.94360218,24.17938618,44.06904073,46.53604471,47.06005171,22.07311059,20.23560242,20.92289342,17.67140276,17.550866,17.676695
198,1374033600,7.000008017,6.325213412,6.441876043,11.07837238,10.53246943,10.65927006,24.0234755,22.44887185,22.81314385,16.24151056,16.34179242,16.56283722,9.008434935,9.0037263,9.1049463,11.527473,10.69439808,10.90535808,11.94459164,11.78857113,11.94471033,8.519706536,7.287378554,7.418642954,11.58210194,10.24334725,10.42998205,29.17058138,26.59120069,27.19979269,23.99781436,23.26485054,23.71422654,44.61069505,46.79030809,46.98085609,22.52804252,20.4060788,20.6560028,17.2917977,17.53480625,17.58056225
199,1374120000,6.746078071,6.13615011,6.253997923,10.8032705,10.38256586,10.51065466,23.64999272,22.12601636,22.49028836,16.14217844,16.22761949,16.44866429,8.95075607,9.5559133,9.6571333,11.78841778,10.5089157,10.7198757,11.87535915,11.52643083,11.68257003,8.448784812,7.099963653,7.231228053,11.1421226,9.989860464,10.17649526,30.16284086,25.90005521,26.50864721,22.85547708,22.71823117,23.16760717,44.39438207,46.67905577,46.86960377,21.87823876,20.05089034,20.30081434,17.03324083,17.48650872,17.53226472
200,1374206400,6.768870353,5.557739442,5.730329025,11.4757487,10.02028184,10.20786948,24.17725395,21.55130633,22.09771433,16.94199851,15.84037772,16.17194492,8.371836346,8.2085533,8.3603833,11.72241059,9.827418448,10.14385845,11.6962447,10.98686949,11.22107829,8.352990229,6.506650574,6.703547174,11.40027181,9.314120283,9.594072483,33.77204953,25.06308694,25.97597494,25.4184501,22.01815867,22.69222267,43.85896985,46.27978928,46.56561128,22.7534224,19.41666253,19.79154853,17.16697324,17.08414661,17.15278061
201,1374292800,3.799290911,4.410586156,4.352065405,6.23410782,6.383669526,6.320063315,20.2992602,18.92936984,18.74723384,15.33334831,14.73377801,14.62325561,5.905909462,6.1354833,6.0848733,8.954648407,8.591696067,8.486216067,7.807667778,9.389298262,9.311228662,5.653898942,4.446137167,4.380504967,6.771539905,6.183222854,6.089905454,31.63396349,24.27632148,23.97202548,21.81370807,20.29907767,20.07438967,40.35929018,45.29809537,45.20282137,18.29916918,16.71719534,16.59223334,17.02857623,16.45721465,16.43433665
202,1374379200,2.904300374,4.074179351,4.247594675,5.589272178,5.951923791,6.14040893,18.88575196,17.51004805,18.02610005,13.5094887,14.22778675,14.54093355,1.926574937,3.5314163,3.6748113,6.196708816,7.182748876,7.481608876,5.513821524,8.124487865,8.345685065,4.315550235,4.046732577,4.232690477,5.907721244,5.672351493,5.936750793,25.15761667,22.8405044,23.7026764,17.74443497,19.1380947,19.7747107,36.32303579,44.84220785,45.11215085,16.8243634,16.28967607,16.64373507,15.59018697,15.82711285,15.89193385
203,1374465600,6.146368133,5.456244242,5.715701779,10.73434041,9.823633307,10.10563774,22.35821507,20.776358,21.59597,15.05672856,15.48714424,15.98449504,8.519486215,8.2963803,8.5241253,10.20685887,9.901032,10.375692,10.94387017,10.7811306,11.1324438,7.721163541,6.55051927,6.84586417,10.5393281,9.497528504,9.917456804,23.89703144,24.284428,25.65376,20.7499252,21.39269976,22.40379576,40.71898838,45.98786142,46.41659442,20.47104436,19.46893816,20.03126716,17.14672364,17.09699354,17.19994454
204,1374552000,6.427207218,6.218963236,6.384820602,10.09661917,10.44696291,10.62723331,21.68946606,21.79752372,22.31357572,15.11159369,16.00872796,16.32187476,8.778708756,8.9954023,9.1387973,10.15825082,10.35760694,10.65646694,12.73293312,11.59178797,11.81298517,7.161073608,7.124452399,7.310410299,10.02171276,10.13341514,10.39781444,23.31424797,25.48084097,26.34301297,21.13505304,22.56912218,23.20573818,41.5389408,46.37725471,46.64719771,20.27541866,20.02733242,20.38139142,15.82834654,17.512736,17.577557
205,1374638400,6.044901123,6.246700014,6.423330872,10.35872576,10.44713321,10.63911331,22.3204633,22.17566785,22.75243185,15.12298355,16.17600882,16.52599642,8.197678028,8.9278113,9.0880763,9.992828721,10.53617808,10.87019808,12.42293896,11.67146673,11.91868713,7.338305452,7.188930254,7.396765554,10.36395653,10.10337115,10.39887625,23.54993706,26.13475669,27.09836069,20.30974267,22.92781854,23.63933054,43.41902774,46.64739709,46.94909809,20.76040813,20.2186358,20.6143488,16.90900651,17.50048925,17.57293625
206,1374724800,4.165023235,5.716236525,6.069333092,8.733414459,9.926161732,10.30994244,18.48275622,20.82070836,21.91352436,12.50324185,15.43554229,16.09867669,7.751887497,9.1932083,9.4968683,7.783099662,9.752975703,10.3858557,8.957958668,10.96693203,11.43534963,5.30719675,6.629599553,7.023392753,7.570955529,9.321085764,9.880990164,17.0728288,23.71926721,25.54504321,15.18076766,21.10796717,22.45609517,39.61318793,45.99625877,46.56790277,17.12969534,19.15532934,19.90510134,16.19613353,17.32254972,17.45981772
207,1374811200,4.260362012,5.37296775,5.457980214,8.506641025,9.819453459,9.911853518,17.86573857,20.97454233,21.24774633,13.03084284,15.49039012,15.65617372,6.79462251,8.0482883,8.1242033,7.482823623,9.493398448,9.651618448,9.869099282,10.73964909,10.85675349,4.842734265,6.298815274,6.397263574,7.430948517,9.018615183,9.158591283,18.89237794,24.09948294,24.55592694,16.92286118,21.30664667,21.64367867,39.97440243,45.97808828,46.12099928,17.38369839,19.02094953,19.20839253,16.79841996,17.01169961,17.04601661
208,1374897600,2.662967351,4.172005294,4.215468415,5.118555538,6.124355957,6.171596028,15.68650557,18.17046984,18.32224984,12.5198703,14.27326801,14.36537001,4.959808515,5.9246083,5.9667833,6.727617585,8.152196067,8.240096067,8.690934318,9.064008262,9.129066262,3.260550643,4.172669667,4.227363167,5.127171735,5.794400354,5.872164854,19.76492543,23.00842148,23.26200148,16.90027776,19.36287767,19.55011767,37.52698514,44.90112037,44.98051537,15.62827228,16.19652034,16.30065534,17.16428952,16.36188965,16.38095465
209,1374984000,2.811903301,3.860127854,4.068894608,5.026665965,5.719271192,5.946179804,15.42560562,16.84221605,17.47969205,12.77799456,13.82253795,14.20936635,1.849456576,3.3458463,3.5229813,5.622281986,6.795988876,7.165168876,7.960944418,7.838232665,8.111476265,3.264338278,3.806081177,4.035793877,4.933061314,5.330187693,5.656798593,20.58393513,21.7247524,22.7897884,16.80390499,18.3142387,19.1006467,38.17090133,44.49286985,44.82632885,15.85905595,15.83148207,16.26884907,16.83271019,15.74322685,15.82329985
210,1375070400,5.635880216,5.412985129,5.66176632,10.60345561,9.776614971,10.04701528,19.89516667,20.624578,21.413834,14.63472016,15.39504224,15.87397264,7.461079161,8.2542053,8.4735153,9.865998784,9.813132,10.270212,11.24550757,10.7160726,11.0543742,6.501770792,6.49582577,6.78023197,10.81255898,9.419764004,9.824139404,22.00819737,24.030848,25.349464,20.27955822,21.20545976,22.17910776,42.92074595,45.90846642,46.32132042,19.71991429,19.36480316,19.90630516,18.73997456,17.07792854,17.17706654
211,1375156800,5.344102886,6.042866682,6.479265943,9.805131037,10.25556355,10.72988596,19.97637567,21.25111572,22.61713572,13.95636949,15.67716076,16.50607876,7.845002933,8.8435723,9.2231473,9.137292904,10.04116694,10.83226694,11.30679636,11.35757917,11.94310117,6.104928999,6.927555799,7.419797299,9.385825062,9.853462939,10.55334344,20.6224883,24.56795297,26.85017297,19.015479,21.89505818,23.58021818,39.78190169,46.09143271,46.80598771,18.97954832,19.65244642,20.58966142,18.11508629,17.444102,17.615687
212,1375243200,5.190046304,6.132980907,6.235295074,9.522267831,10.32353189,10.43473718,19.85362712,21.84175185,22.14531185,13.99709998,15.97338442,16.15758842,7.482981829,8.8350263,8.9193763,8.903004091,10.34279808,10.51859808,10.32862051,11.52833913,11.65845513,6.053187386,7.068604554,7.177991554,8.909282739,9.932289246,10.08781825,20.70442899,25.57688069,26.08404069,18.94809039,22.51589054,22.89037054,39.82921029,46.47272809,46.63151809,18.83756266,19.9895388,20.1978088,17.0551017,17.45854625,17.49667625
213,1375329600,5.312535218,6.058549886,6.071684025,9.602441395,10.29822217,10.31249766,20.02123929,21.88316836,21.91352436,14.16086226,16.08025629,16.09867669,7.757466507,9.4884333,9.4968683,9.286561332,10.3682757,10.3858557,10.33840502,11.42233803,11.43534963,6.293835811,7.012454053,7.023392753,9.216812253,9.865437264,9.880990164,21.44499601,25.49432721,25.54504321,18.87289208,22.41864717,22.45609517,39.33295654,46.55202377,46.56790277,19.00656655,19.88427434,19.90510134,16.40606169,17.45600472,17.45981772
214,1375416000,4.983257081,5.364613194,5.483811336,9.55941209,9.810372891,9.939929367,19.58004498,20.94418633,21.33881433,13.9135946,15.47196972,15.71143492,7.140567777,8.0398533,8.1495083,8.693790299,9.475818448,9.704358448,9.878045847,10.72663749,10.89578829,5.746720533,6.287876574,6.430079674,8.547106347,9.003062283,9.205249983,21.51502824,24.04876694,24.70807494,19.11934139,21.26919867,21.75602267,38.91241677,45.96220928,46.16863628,18.37610047,19.00012253,19.27087353,16.21334747,17.00788661,17.05745561
215,1375502400,2.751471734,4.188529829,4.184002825,5.796337382,6.142316476,6.137396075,17.253,18.23118184,18.20082584,12.67210518,14.31010881,14.29168841,4.98302454,5.9414783,5.9330433,6.713624263,8.187356067,8.169776067,7.939350466,9.090031462,9.077019862,3.509994546,4.194547067,4.183608367,5.007446424,5.825506154,5.809953254,20.06186474,23.10985348,23.05913748,16.32030585,19.43777367,19.40032567,34.91793647,44.93287837,44.91699937,15.62628718,16.23817434,16.21734734,15.52868092,16.36951565,16.36570265
216,1375588800,2.673538362,4.040119963,4.020506186,5.696302005,5.914904639,5.893586421,14.91537783,17.38862405,17.32791205,12.18815559,14.15410515,14.11726435,1.824409977,3.4976763,3.4808063,5.224733858,7.112428876,7.077268876,6.39454618,8.072441465,8.046418265,3.139072063,4.002977777,3.981100377,4.988660867,5.610139893,5.579034093,18.3328685,22.6376404,22.5362084,14.5786038,18.9883027,18.9134067,34.80434025,44.77869185,44.74693385,15.48177552,16.20636807,16.16471407,14.88803985,15.81186085,15.80423485
217,1375675200,4.464724424,5.378070856,5.598242551,9.190632763,9.738666644,9.977971287,18.70209514,20.53351,21.201342,12.88546806,15.33978104,15.74502984,7.84346784,8.2289003,8.4144703,7.857585617,9.760392,10.147152,9.041061979,10.6770378,10.963293,5.581054182,6.46300967,6.70366107,8.454690465,9.373105304,9.715269104,18.15141788,23.8787,24.994452,15.96281988,21.09311576,21.91697176,38.17864078,45.86082942,46.21016742,17.78224753,19.30232216,19.76051616,15.9773959,17.06648954,17.15037554
218,1375761600,4.666142071,5.993195932,5.961604053,9.018242352,10.2015764,10.16723918,18.15346457,21.09933572,20.97791172,13.08269234,15.58505876,15.51137716,7.894317046,8.8013973,8.7676573,8.06292958,9.953266936,9.882946936,9.788847528,11.29252117,11.24047477,5.566402324,6.872862299,6.829107499,8.55495424,9.775698439,9.713486839,18.51903922,24.31437297,24.11150897,16.43246198,21.70781818,21.55802618,38.32695398,46.01203771,45.94852171,17.96593162,19.54831142,19.46500342,16.41502788,17.425037,17.409785
219,1375848000,4.697128283,5.886948947,6.019310372,9.306863716,10.05611973,10.19998338,18.57410944,21.05249585,21.47747985,13.54622088,15.49445402,15.75233962,8.016894229,8.6157163,8.7338063,8.476263772,9.88571808,10.13183808,9.940041626,11.19003753,11.37219993,5.864489786,6.784198354,6.937340154,8.578271424,9.527913846,9.745654446,19.33296722,24.25826469,24.96828869,17.39249621,21.54224254,22.06651454,38.76385717,46.05987409,46.28218009,18.33683197,19.4480368,19.7396148,16.77141843,17.35940825,17.41279025
220,1375934400,5.202768699,5.774970997,5.827633844,9.669765971,9.990000236,10.04723949,19.61112095,21.00284436,21.15462436,14.70755655,15.54606469,15.63816669,8.267751516,9.2438183,9.2859933,9.388466212,9.858455703,9.946355703,10.62099675,11.04500163,11.11005963,6.282887825,6.695231753,6.749925253,9.507006821,9.414403164,9.492167664,22.15350753,24.02356321,24.27714321,19.91467756,21.33265517,21.51989517,39.55568221,46.09153277,46.17092777,19.24420426,19.28029134,19.38442634,17.1236447,17.34542772,17.36449272
221,1376020800,5.225095052,5.45286062,5.26306648,9.535118898,9.90628903,9.700001755,19.85384668,21.21739033,20.64062633,14.77558749,15.63775332,15.28776572,7.542534913,8.1157683,7.9555033,9.068507986,9.634038448,9.300018448,10.92423716,10.84374189,10.59652149,5.840608053,6.386324874,6.178489574,9.943258353,9.143038383,8.847533283,23.15282333,24.50521094,23.54160694,20.7026559,21.60623067,20.89471867,38.27171008,46.10512028,45.80341928,19.41302696,19.18756553,18.79185253,16.82324818,17.04220361,16.96975661
222,1376107200,2.815399684,4.31794773,4.060821697,5.859816137,6.28298081,6.003510491,17.05741179,18.62580984,17.83655384,12.90354068,14.54957401,14.07064361,5.14743903,6.0511333,5.8318233,7.538841704,8.415896067,7.958816067,8.48160724,9.259182262,8.920880662,3.597659858,4.336750167,4.052343967,5.671832645,6.027693854,5.623318454,20.71570074,23.76916148,22.45054548,16.88254961,19.92459767,18.95094967,36.16026087,45.13930537,44.72645137,16.32255014,16.50892534,15.96742334,16.28593963,16.41908465,16.31994665
223,1376193600,2.572702536,3.889038504,3.827593659,5.443346271,5.750694181,5.683909771,15.61508765,16.93328405,16.72079205,13.06286067,13.87779915,13.74885635,2.04332278,3.3711513,3.3121063,5.335028402,6.848728876,6.725668876,6.495445141,7.877267465,7.786186265,3.206127454,3.838897277,3.762326377,5.158747769,5.376846393,5.267976093,18.20640782,21.8769004,21.5218884,14.39954545,18.4265827,18.1644467,34.34970897,44.54050685,44.42935385,15.51862543,15.89396307,15.74817407,15.10596439,15.75466585,15.72797485
224,1376280000,5.052989638,5.168332642,5.29808084,9.727724051,9.510702152,9.651725484,19.64751392,19.865678,20.290662,14.63856223,14.93453224,15.19241784,8.170170765,8.0433303,8.1614203,8.922179909,9.373632,9.619752,10.15020911,10.3907826,10.572945,6.290816846,6.22235827,6.37550007,9.239019151,9.030941504,9.248682104,20.77909118,22.762948,23.472972,18.4367513,20.26925976,20.79353176,37.29056853,45.51149142,45.73379742,19.17523984,18.84412816,19.13570616,16.89047845,16.98260354,17.03598554
225,1376366400,5.170340324,5.821218369,5.85057589,9.734701514,10.01465397,10.04656266,19.52092234,20.55292772,20.64399572,14.12639044,15.25349156,15.30875276,8.275692864,8.6495673,8.6748723,8.712186599,9.636826936,9.689566936,10.83546126,11.05831237,11.09734717,6.103106867,6.675965699,6.708781799,8.903027892,9.495746239,9.542404939,21.02061344,23.40148497,23.55363297,18.4087462,21.03375418,21.14609818,35.94185034,45.72621571,45.77385271,18.63604596,19.17342542,19.23590642,16.25507721,17.356403,17.367842
226,1376452800,4.659933505,5.891825676,5.998569701,9.138197785,10.06142024,10.17744034,18.96583707,21.08285185,21.41676785,13.15569221,15.51287442,15.71549882,6.971129118,8.6241513,8.7169363,8.110716725,9.90329808,10.09667808,9.561774033,11.20304913,11.34617673,5.681934528,6.795137054,6.915462754,8.151408877,9.543466746,9.714548646,18.00731669,24.30898069,24.86685669,16.10525068,21.57969054,21.99161854,37.35476493,46.07575309,46.25042209,17.56219505,19.4688638,19.6979608,15.84797617,17.36322125,17.40516425
227,1376539200,4.435356341,5.77818653,5.702441793,8.700798305,9.993495199,9.911168236,18.26545475,21.00284436,20.75999636,13.09696089,15.54606469,15.39870149,7.406351086,9.2438183,9.1763383,7.95447452,9.858455703,9.717815703,8.81168144,11.04500163,10.94090883,5.487382886,6.695231753,6.607722153,8.157439565,9.414403164,9.289979964,17.33536225,24.02356321,23.61783521,16.08767865,21.33265517,21.03307117,40.02198901,46.09153277,45.96450077,17.29847984,19.28029134,19.11367534,15.74150952,17.34542772,17.31492372
228,1376625600,4.606530661,5.505513752,5.366818408,9.040677637,9.963517726,9.812769739,17.95289253,21.39952633,20.97454233,13.25676348,15.74827572,15.49039012,7.051010647,8.1663783,8.0482883,7.983878024,9.739518448,9.493398448,8.936107228,10.92181149,10.73964909,5.245898393,6.451957074,6.298815274,8.070291998,9.236355783,9.018615183,17.99564824,24.80950694,24.09948294,16.29281773,21.83091867,21.30664667,44.17717195,46.20039428,45.97808828,17.09885292,19.31252753,19.02094953,15.0848542,17.06508161,17.01169961
229,1376712000,2.74044627,4.196301509,4.041169062,5.68168837,6.150763516,5.982150039,15.55896359,18.26153784,17.77584184,12.45839904,14.32852921,14.03380281,4.510005671,5.9499133,5.8149533,6.372407289,8.204936067,7.923656067,7.571185915,9.103043062,8.894857462,3.351732432,4.205485767,4.030466567,4.941655235,5.841059054,5.592212654,17.28964638,23.16056948,22.34911348,14.74489283,19.47522167,18.87605367,41.54225771,44.94875737,44.69469337,15.13299305,16.25900134,15.92576934,14.17495502,16.37332865,16.31232065
230,1376798400,2.704262154,1.593452529,1.555837597,5.587479102,5.695589656,5.654705983,15.76407266,16.63257283,16.51114883,12.12660652,13.39410418,13.32042258,2.081361985,3.9822583,3.9485183,5.46645997,6.489925812,6.419605812,6.542277249,7.963315783,7.911269383,3.204728421,3.756779798,3.713024998,4.904512591,5.456418834,5.394207234,18.18741737,21.08910122,20.88623722,15.44653059,17.81537771,17.66558571,42.71219769,44.22315759,44.15964159,15.45697085,15.99001028,15.90670228,14.84323562,15.5864317,15.5711797
231,1376884800,5.087522728,3.680110227,3.87588856,9.720678291,8.262856911,8.475648407,19.33024118,18.12698471,18.73410471,14.53465813,14.29192843,14.66033643,7.736716663,6.6630133,6.8317133,8.881638714,8.651508892,9.003108892,9.870468936,9.3519222,9.6121542,6.163016321,5.08376278,5.30253678,9.218442075,7.894150974,8.205208974,20.0376642,21.53841425,22.55273425,18.8647521,18.92039462,19.66935462,42.94961253,46.72394266,47.04152266,18.85942636,17.80384325,18.22038325,16.09967534,16.23682088,16.31308088
232,1376971200,5.38472978,5.495569995,5.764081539,9.895243828,9.275959581,9.567804813,20.44362527,20.03674389,20.88671189,14.5720756,14.93043617,15.44620737,8.013343448,7.8846653,8.1208453,9.713586971,8.774568892,9.266808892,11.16794293,10.66245747,11.02678227,6.519121369,6.055768573,6.362052173,9.619277101,8.258295908,8.693777108,22.05702922,22.46624563,23.88629363,19.74426127,19.82242273,20.87096673,52.73062615,47.49276439,47.93737639,19.56830537,18.36731884,18.95047484,17.35351075,16.67668922,16.78345322
233,1377057600,5.475843825,4.643030983,5.050675028,10.10140521,8.946452443,9.389520808,21.74145383,19.6752164,20.9198124,14.74719035,14.29323329,15.04846969,7.751953215,7.5877453,7.9335803,10.04414925,8.574261813,9.295041813,10.8533918,9.94767917,10.48115477,6.74813807,5.67147413,6.11996083,10.04603633,7.909523004,8.547191904,23.17134633,20.88593208,22.96528808,21.07553455,18.72196699,20.25733499,52.82518647,46.95041561,47.60145461,19.85056998,17.80390353,18.65781053,17.33556173,16.30441597,16.46074897
234,1377144000,5.661772574,4.675016924,5.279945066,10.10309948,9.033000279,9.690496755,21.15236309,19.36616738,21.24823938,15.13482585,14.41618804,15.55825284,7.494680643,7.3908773,7.9138473,10.41814196,8.556104673,9.646064673,10.60495723,10.15629333,10.96301253,6.860219248,5.589892037,6.268091437,9.987586338,7.909523004,8.873802804,23.80456524,21.57411273,24.71850473,21.50036753,18.57922182,20.90099782,48.90122049,47.2601276,48.2446256,19.87387901,17.73625022,19.02752422,16.71869757,16.30384707,16.54025307
235,1377230400,5.070349139,4.157347344,4.588335573,9.033570859,8.603807028,9.07224819,19.71773885,19.2091069,20.5751269,13.95530838,14.12476611,14.95368411,6.089498569,6.7506003,7.1301753,8.947698488,8.021820009,8.812920009,9.540334672,9.577255111,10.16277711,5.722596472,5.15699762,5.64923912,8.542429368,7.48685183,8.18673233,20.75380271,20.84440901,23.12662901,18.40527321,18.4763774,20.1615374,42.78249088,46.86768107,47.58223607,18.3925653,17.34343139,18.28064639,15.92942772,16.33851806,16.51010306
236,1377316800,2.815907692,1.408068889,1.667720718,5.409603378,5.633987415,5.916203021,14.56830655,16.81190053,17.63151253,11.45632303,12.99619594,13.49354674,3.500866076,5.4308373,5.6585823,5.962845549,7.102284779,7.576944779,7.264187079,8.404733558,8.756046758,3.230652017,3.628356438,3.923701338,4.446327939,5.137377271,5.557305571,16.41943614,20.12919829,21.49853029,13.86598302,17.16573033,18.17682633,40.29736823,45.45225348,45.88098648,14.6302697,15.42397215,15.98630115,14.22440166,15.90750106,16.01045206
