Day,timestamp,4_churchill_2013_0,4_churchill_2030_45,4_churchill_2030_85,5_columbus_2013_0,5_columbus_2030_45,5_columbus_2030_85,6_cullinane_2013_0,6_cullinane_2030_45,6_cullinane_2030_85,8_dana_2013_0,8_dana_2030_45,8_dana_2030_85,10_dodge_2013_0,10_dodge_2030_45,10_dodge_2030_85,12_ell_2013_0,12_ell_2030_45,12_ell_2030_85,14_forsyth_2013_0,14_forsyth_2030_45,14_forsyth_2030_85,15_hayden_2013_0,15_hayden_2030_45,15_hayden_2030_85,16_holmes_2013_0,16_holmes_2030_45,16_holmes_2030_85,17_hurtig_2013_0,17_hurtig_2030_45,17_hurtig_2030_85,21_lake_2013_0,21_lake_2030_45,21_lake_2030_85,26_power_2013_0,26_power_2030_45,26_power_2030_85,27_richards_2013_0,27_richards_2030_45,27_richards_2030_85,40_westviilageE_2013_0,40_westvillageE_2030_45,40_westvillageE_2030_85
91,1364788800,3.421009098,2.757859328,2.744864555,7.172738465,6.053241672,6.026951958,15.85429123,15.03067615,15.15211305,9.362961959,9.360857641,9.334714641,5.117860395,4.356757015,4.343978015,5.828807152,5.529223752,5.503431752,7.257564297,5.938493242,5.873259242,4.037114682,3.380432293,3.355212293,6.625820347,5.241762512,5.205297512,11.84913418,12.60710249,12.55741649,12.60413413,12.09079159,12.02494659,47.08639136,49.73417005,51.23292705,16.20311245,15.19838013,15.17672213,14.47669791,14.1483478,14.1095688
92,1364875200,3.361982204,3.589744213,3.600267205,6.814268282,6.657164884,6.67845394,16.1015325,16.21901823,16.12560523,9.652413329,9.855011537,9.875121537,5.181866753,4.914880249,4.924710249,5.254733806,5.535175752,5.555015752,6.667061452,6.647269554,6.697449554,3.798810446,3.903324115,3.922724115,6.086484376,5.391175528,5.419225528,11.83460232,12.91315189,12.95137189,12.31068931,12.61380793,12.66445793,61.62864713,49.81590575,48.66301575,16.11080458,15.46744089,15.48410089,14.72880588,14.74762414,14.77745414
93,1364961600,3.407403809,3.266262833,3.271359128,6.791190236,6.564474317,6.574784627,16.32869261,16.32975999,16.28305349,9.461778296,9.544592725,9.554647725,5.140883781,4.84156818,4.84648318,5.434859602,5.587208418,5.597128418,6.629097629,6.366481428,6.391571428,3.809663371,3.788794026,3.798494026,6.028522984,5.344572736,5.358597736,11.69951634,12.54383376,12.56294376,12.48784603,12.24570256,12.27102756,58.80213562,49.63879311,49.06234811,15.97525045,15.33508518,15.34341518,14.46564439,14.30835159,14.32326659
94,1365048000,3.464697048,3.274574824,3.278289249,7.128627491,6.607116676,6.614631326,15.89543772,16.14564167,16.10827647,9.520007714,9.654329168,9.662373168,5.109033108,4.743626733,4.747558733,5.614455658,5.569686052,5.577622052,7.016220706,6.465085728,6.485157728,3.913876695,3.733924178,3.741684178,6.189703077,5.333352736,5.344572736,11.74744578,12.88245592,12.89774392,12.6042824,12.11215934,12.13241934,51.99930152,50.30131748,49.84016148,16.28267037,15.28565054,15.29231454,14.15193086,14.29560677,14.30753877
95,1365134400,3.316476441,3.004584067,3.051277766,7.089825365,6.298376186,6.392842168,15.50473112,15.9336489,15.5132904,9.189634624,9.284934084,9.375429084,4.650241943,4.41675565,4.46099065,5.527391781,5.239209236,5.328489236,6.96462238,6.093654652,6.319464652,3.836939248,3.450424934,3.537724934,6.166708121,5.054137833,5.180362833,11.92763188,12.37296132,12.54495132,12.60214934,11.876882,12.104807,45.51755048,50.10982481,44.92181981,16.10995123,14.96980879,15.04477879,13.98943759,14.31492084,14.44915584
96,1365220800,1.961374204,1.680541538,1.744691476,4.293552211,4.393174905,4.430956253,13.10685626,13.92952807,13.35970877,7.878971111,8.086827862,8.209498862,3.480542648,3.766108047,3.823357967,4.528105501,4.703279966,4.824303966,5.379591044,5.427631034,5.733729034,2.214122512,2.540453353,2.658793353,3.843010978,3.721368787,3.892473787,10.49888693,11.84236099,11.86529299,10.1471848,10.65977517,10.96874017,51.5379227,47.72348128,40.69085228,14.44043778,13.67097755,13.77260355,12.76620109,13.69131846,13.71470518
97,1365307200,1.930288532,1.687149673,1.70573011,4.206054841,4.327684258,4.363079836,12.45287295,13.09513779,12.92699439,7.748011473,8.106393001,8.142591001,2.586877671,3.003358661,3.021052661,4.116220791,4.210144716,4.245856716,5.145729838,5.116666831,5.206990831,2.1787871,2.512010315,2.546930315,3.907095874,3.761717019,3.812207019,10.4262397,11.82021492,11.83932492,9.729774755,10.60323349,10.69440349,48.31225126,44.1505338,42.0753318,14.6265711,13.76264205,13.79263005,12.41468076,13.17291646,13.19332018
98,1365393600,3.532260624,3.400692593,3.392614368,7.823920596,6.763067274,6.746724224,15.4022142,15.75743525,15.83216565,9.524027738,9.7086261,9.6925381,5.081577517,4.96314654,4.95528254,5.951667446,5.7844366,5.7685646,7.521093618,6.483933,6.443789,4.442368203,3.961576,3.946056,6.817051728,5.7684978,5.7460578,12.25445555,12.854606,12.82403,13.21749125,12.7370758,12.6965558,41.15137426,46.92572378,47.84803578,16.7292481,15.65887028,15.64554228,14.3441548,15.16900014,15.14513614
99,1365480000,4.067526952,3.651315606,3.648680702,7.917819925,6.979266481,6.973935809,15.09305744,16.40901109,16.42769369,9.291292244,9.845950363,9.841928363,5.263817146,5.197999479,5.196033479,6.294048582,5.806200842,5.802232842,7.870809201,6.663706753,6.653670753,4.586046248,4.125473571,4.121593571,6.950151847,5.886729567,5.881119567,12.51394899,12.90801386,12.90036986,13.80210427,13.00845367,12.99832367,42.79634608,50.5773469,50.8079249,17.06588885,15.73640566,15.73307366,15.84869738,15.57790636,15.57194036
100,1365566400,3.710716906,3.725906228,3.695912376,7.401605207,7.083738515,7.049665095,15.15476873,15.97327016,16.24416786,9.257764497,10.11368211,10.05536311,5.192114754,5.227460217,5.198953217,5.929739219,6.022781158,5.965245158,7.092651018,7.050508298,6.904986298,4.263172026,4.287813344,4.231553344,6.594858414,6.052109181,5.970764181,11.89588189,13.36795126,13.35266326,12.92712403,13.59329395,13.44640895,44.51754994,42.54682053,45.89020153,16.6306305,15.94930047,15.90098647,16.61849536,15.69221988,15.67479916
101,1365652800,3.582602412,3.669599426,3.665309395,6.787032741,7.013487198,7.022166356,15.06610549,15.81637413,15.85373933,9.330006088,10.12225121,10.11420721,5.12664805,5.521209023,5.517277023,5.721679851,5.992446563,5.984510563,6.459890274,6.975902264,6.955830264,3.948751217,4.229129523,4.221369523,6.308991162,5.98047146,5.96925146,11.72824885,13.14607446,13.16136246,12.02802039,13.36819773,13.34793773,46.92405238,41.84469775,42.30585375,16.29675406,15.81374659,15.80708259,15.64047375,15.63800371,15.64993571
102,1365739200,3.487772407,3.394672537,3.401330449,6.618670857,6.82348266,6.836952276,15.42851515,15.71878507,15.65339597,9.420758247,9.795289812,9.809366812,5.155773683,4.87632419,4.88320519,5.153884024,5.635398949,5.649286949,6.253120834,6.595571086,6.630697086,3.566047018,3.875421877,3.889001877,5.856730373,5.588476453,5.608111453,11.52697715,12.9033858,12.9033858,12.04501424,12.84978148,12.88523648,55.01380909,44.17308188,43.36605888,15.92905793,15.44196826,15.45363026,15.69451532,15.12962405,15.13511277
103,1365825600,1.978,2.755070311,2.779708118,4.434290263,4.361174256,4.411018982,13.33437565,13.91189895,13.68770775,7.940523805,8.429453399,8.477717399,4.180586233,3.796663821,3.820255821,4.7017858,4.786925098,4.834541098,5.22489798,5.399835303,5.520267303,2.195271219,2.529735992,2.576295992,3.907418686,3.640895121,3.708215121,10.97738743,12.01447866,12.10620666,9.956798259,10.90669507,11.02825507,47.06315405,47.78157208,45.01463608,14.29057641,13.5008791,13.5408631,14.986455,14.04971894,14.12131094
104,1365912000,1.949800948,2.686185299,2.685803986,4.591021078,4.225940924,4.22516949,12.47029483,13.161806,13.161806,7.988294164,8.266845422,8.266845422,3.736936805,2.632443733,2.632443733,4.423977951,4.222659972,4.222659972,4.772503674,4.861343245,4.861343245,2.133245489,2.427820499,2.427820499,3.935499829,3.535614106,3.535614106,10.94295222,11.76151262,11.76151262,9.833124085,10.54627001,10.54627001,41.8959602,46.39249578,46.39249578,14.28878952,13.47276329,13.47276329,14.15522275,13.2748867,13.2748867
105,1365998400,2.780314212,2.766832132,2.804929145,5.583332355,6.071394544,6.148468578,12.29706934,14.95594575,14.61031765,8.8538082,9.376945641,9.451352641,3.961463233,4.364621015,4.400992015,5.23728354,5.545095752,5.618503752,5.792446573,5.978637242,6.164303242,2.90220504,3.395952293,3.467732293,5.147311001,5.264202512,5.367987512,11.51622735,12.63767849,12.76762649,10.38160457,12.13131159,12.31871659,44.75613991,48.81185805,44.54616505,15.10120045,15.21170813,15.27335013,14.79758328,14.1722118,14.27912252
106,1366084800,3.626251343,3.712162563,3.756353311,8.028948656,7.102365907,7.035736711,15.31392559,15.85787439,15.45619849,9.486609061,9.964599363,10.05107236,5.424968309,5.255996479,5.264096399,5.791593875,5.923256842,6.008568842,7.237016048,6.959768753,7.175542753,4.185285138,4.239933571,4.322965571,6.937910092,6.052224567,6.084425967,12.14146605,13.12968986,12.96534386,13.51819506,13.30728867,13.52508367,46.40715799,43.7752959,38.8178689,16.47356407,15.83469966,15.90633766,16.36686137,15.75390336,15.62814008
107,1366171200,4.005146744,3.737137818,3.752083833,8.701422345,7.061015895,7.030778625,14.59690596,15.87051586,15.73973766,9.661532582,10.13580311,10.16395711,5.922679602,5.238273217,5.229662137,6.668701513,6.044605158,6.072381158,8.102644482,7.105706298,7.175958298,4.551641577,4.309153344,4.336313344,7.386482185,6.082964181,6.067480581,13.55011795,13.32590926,13.27240126,14.62936256,13.64900895,13.71991895,47.67417282,41.27864153,39.66459553,17.28365325,15.96762647,15.99095047,16.70411604,15.65940688,15.61764488
108,1366257600,3.637237023,3.687638544,3.687459836,7.891590822,6.976992274,6.977353818,14.66152371,15.64823073,15.65757203,10.22678631,10.15844921,10.15643821,5.698113543,5.518495943,5.519478943,6.201834345,6.028158563,6.026174563,7.31238441,7.066226264,7.061208264,4.102779222,4.264049523,4.262109523,6.686112057,5.98181786,5.98462286,12.59359959,13.07727846,13.08110046,13.2006849,13.45936773,13.45430273,49.80108198,39.76949575,39.88478475,16.78818754,15.84373459,15.84206859,16.43167075,15.58430971,15.58729271
109,1366344000,3.378757189,3.422519815,3.416958048,7.235996033,6.805317176,6.816569182,13.9116916,15.46656997,15.51327647,10.80171608,9.849586812,9.839531812,4.161980002,4.90286519,4.89795019,6.172947435,5.688966949,5.679046949,7.816705916,6.731057086,6.705967086,3.694052079,3.927801877,3.918101877,6.95602434,5.664211453,5.650186453,13.82365588,12.8269458,12.8460558,14.56454162,12.98653648,12.96121148,47.88573473,41.06027888,41.63672388,16.73632455,15.48695026,15.47862026,16.08923935,15.07545277,15.09036777
110,1366430400,2.013522328,2.778960038,2.791150625,4.585322898,4.409505542,4.434168308,12.22098696,13.69704905,13.58495345,8.140314286,8.475706399,8.499838399,4.205509422,3.819272821,3.831068821,5.124501457,4.832557098,4.856365098,6.066682528,5.515249303,5.575465303,2.468995799,2.574355992,2.597635992,4.376095021,3.705410121,3.739070121,11.80246822,12.10238466,12.14824866,10.51887728,11.02319007,11.08397007,49.32436957,45.12992508,43.74645708,14.67187962,13.5391971,13.5591891,15.36311525,14.11832794,14.15412394
111,1366516800,2.008793414,2.71179561,2.736497835,4.441367918,4.277753122,4.275329516,12.26836245,12.9282735,12.7040823,7.467441074,8.317120422,8.365384422,4.456307012,2.657018733,2.680610733,4.063467332,4.272259972,4.319875972,4.919241719,4.986793245,5.107225245,2.222078025,2.476320499,2.522880499,3.952761223,3.605739106,3.673059106,10.88721813,11.85706262,11.80737662,9.767229169,10.67289501,10.79445501,54.93503725,43.51027078,40.74333478,14.42948153,13.51441329,13.55439729,15.02054967,13.3494617,13.31617142
112,1366603200,3.316071717,3.481709657,3.420543727,7.086258282,6.740891174,6.803228086,15.79460664,15.02881385,15.57995055,8.869882866,9.8654841,9.7468351,5.19039555,4.99188946,4.98182354,5.737614418,5.9391886,5.8221326,6.147034224,6.875337,6.579275,3.612962727,4.085348,3.998436,6.183406784,5.8596042,5.8217928,11.83663563,12.7667,12.927224,11.57569615,13.1321458,12.8333108,56.15205206,37.93318178,44.73523278,16.0541642,15.78881828,15.69052428,16.75901091,15.10587986,15.22567714
113,1366689600,3.450349638,3.748232487,3.688711294,6.923979402,7.052165943,7.054921665,15.82398449,15.53092889,16.07272429,9.046537096,10.03498436,9.918346363,5.223620784,5.271960399,5.233387479,5.662827076,5.992696842,5.877624842,6.303747306,7.135398753,6.844354753,3.690595989,4.307833571,4.195313571,6.089024258,6.106865967,5.987709567,11.85956536,12.99591986,13.04560586,12.03832716,13.48456367,13.19079367,59.71866379,39.7401809,46.4269429,15.95938668,15.89300966,15.79638166,17.35408217,15.65200408,15.68529436
114,1366776000,3.785102636,3.731666444,3.711677123,7.930265019,7.072085027,7.081558741,15.55650239,15.92656366,16.10404836,10.49418666,10.12373711,10.08552811,5.191149552,5.232375217,5.213698217,6.356119725,6.032701158,5.995005158,7.773220646,7.075598298,6.980256298,4.179372267,4.297513344,4.260653344,7.023701615,6.066134181,6.012839181,12.81790635,13.34884126,13.40999326,13.68251892,13.61861895,13.52238395,49.1824817,41.97037553,44.16086653,16.83187447,15.95763047,15.92597647,16.90177434,15.67730488,15.71954416
115,1366862400,3.767388906,3.669378119,3.681401427,7.921753111,7.013934924,6.98961058,15.47447043,15.81637413,15.70427853,10.36766389,10.12225121,10.14638321,4.76918808,5.521209023,5.524393943,6.324610406,5.992446563,6.016254563,7.698587328,6.975902264,7.036118264,4.058282502,4.229129523,4.252409523,6.626527848,5.98047146,5.99864786,12.91297445,13.14607446,13.10021046,13.45311131,13.36819773,13.42897773,50.27666349,41.84469775,40.46122975,16.49826925,15.81374659,15.83373859,16.94971131,15.63800371,15.60220771
116,1366948800,3.281185929,3.427570394,3.395488152,7.654547767,6.795099354,6.82513273,15.26313388,15.41986347,15.70944377,8.784570769,9.859641812,9.797300812,4.277731037,4.90310111,4.87730719,5.698502743,5.698886949,5.637382949,6.574187912,6.756147086,6.600589086,3.420524244,3.937501877,3.877361877,5.735972414,5.673972853,5.591281453,11.91924868,12.8078358,12.9072078,11.66792283,13.01186148,12.85484648,53.01126188,40.48383388,44.05779288,15.61564526,15.49528026,15.44363426,16.83193177,15.06053777,15.13260705
117,1367035200,1.905097746,2.838000174,2.807924241,4.908253645,4.391630134,4.452476728,12.90133878,13.16459495,13.43549265,8.815488275,8.590333399,8.532014399,3.749956,3.850964741,3.846796821,4.799955232,4.945645098,4.888109098,6.230117842,5.801275303,5.655753303,2.408460657,2.684935992,2.628675992,4.453334068,3.804931521,3.783950121,12.09037712,12.02594466,12.13678266,11.11522015,11.31189507,11.16501007,47.73614531,38.55845208,41.90183308,14.41140268,13.6341591,13.5858451,16.29682256,14.06415666,14.15066366
118,1367121600,1.888921048,2.759965728,2.723418903,5.045931126,4.227851642,4.301268196,12.10605961,12.4985737,12.8255192,9.380950721,8.409626422,8.339241422,3.18567083,2.673965653,2.667831733,4.456098808,4.363523972,4.294083972,5.959945554,5.217621245,5.041991245,2.30288609,2.565560499,2.497660499,4.333302874,3.663185506,3.636594106,12.2466378,11.72329262,11.85706262,11.23814513,10.90588501,10.72861001,43.7637272,38.20697678,42.24209178,14.58510227,13.59104929,13.53273929,15.5450471,13.25054542,13.35495042
119,1367208000,3.717544416,2.842664586,2.838767297,8.854497325,5.987705516,6.098962274,15.32825523,14.21798305,14.31139605,10.60971107,9.505247441,9.515704641,4.114705154,4.365839935,4.417938935,6.472853436,5.662548552,5.681991752,7.693218503,6.294771242,6.324879242,4.233295217,3.465404293,3.529812293,7.049437846,5.276768912,5.425433912,13.17604085,12.44275649,12.64532249,13.56530981,12.51503599,12.48079659,45.46022799,34.74660005,40.85691705,16.90184619,15.32472957,15.32666213,16.17378099,14.02556752,14.18366652
120,1367294400,3.744549954,3.657023619,3.660054382,8.273032618,6.556172192,6.70911161,15.64043975,15.56512723,15.58380983,10.59588229,9.965214337,9.991759537,4.328315364,4.907252169,4.979011169,6.255511442,5.634772552,5.670087752,7.495154388,6.918241554,6.988493554,4.193686736,3.955316115,4.035244115,6.775201749,5.378496928,5.581915528,13.01213746,12.68383189,12.96283789,13.49768899,12.95194733,12.95822793,49.44102998,34.93901319,41.97625375,16.69251468,15.56546833,15.58072889,16.11553321,14.57413286,14.79189186
121,1367380800,3.795470902,3.647692581,3.528298691,8.271764776,7.77323809,7.321805991,15.71817726,15.34575172,15.18459172,11.1526761,10.54257795,10.16786655,4.416592247,6.463146084,5.852296084,6.61786544,6.326121328,5.882828528,7.480173372,7.6996011,7.4327301,4.205198465,4.292111527,4.053794527,6.841193163,6.177321796,5.763159796,13.44991837,15.45812197,14.31964197,13.8590347,13.5520671,13.2070763,51.40238434,45.67086392,47.28289992,16.75817123,15.52032265,15.20746505,15.75703244,15.16087261,15.16087261
122,1367467200,3.927782586,3.570103949,3.620877749,8.609879462,7.33632496,7.22346394,15.89009769,14.96816391,15.05348391,10.28857728,10.34645124,10.45118424,4.662333561,5.662523481,5.517848481,6.803734146,5.918720688,6.027134688,7.473806599,7.6309131,7.7036961,4.127186907,3.971707803,3.939096003,6.700013404,5.719563796,5.621472796,13.05168737,14.62657428,14.35693428,13.23020409,13.13294866,13.28635366,52.87601415,47.90045455,48.28225255,16.85317987,15.20332048,15.30331048,16.38560961,15.16007818,15.16007818
123,1367553600,3.089838936,3.238183736,3.110570096,8.445029883,6.687203933,6.970866089,15.45874206,14.93202773,14.70450773,8.602054204,10.20224966,9.92296166,4.125813008,4.857841916,5.243641916,5.551966274,5.774578304,5.485474304,6.443035953,7.304898538,7.110810538,3.325467551,3.686223415,3.637305715,5.277487716,5.115592028,5.371936508,11.67403607,13.32771505,14.04675505,11.5040783,13.23578837,12.82670837,50.45021678,48.19384253,47.17571453,15.80432804,15.10196787,14.83532787,16.00403198,15.18187058,15.18187058
124,1367640000,1.940874079,0.925600995,0.797593885,5.206952911,4.425268144,4.709804913,12.75134043,12.66445903,12.44641903,7.27999057,8.715700625,8.520199025,3.7714463,4.134441163,4.504166163,4.727923221,4.936411424,4.789450224,5.756827704,6.209201255,6.079809255,2.219905648,2.494317421,2.564558221,3.906871716,3.446980097,3.697657097,11.0746864,12.93216965,13.62124965,9.790338205,11.46004276,11.06800776,48.72351001,45.53911101,44.56340501,14.19129422,13.492773,13.2612406,15.50419425,14.537397,14.537397
125,1367726400,1.903267692,0.77866265,0.79767318,4.817406913,4.550102197,4.50784521,12.40649084,11.73370229,11.77162229,7.259105629,8.480898253,8.478570853,3.218318648,3.441200401,3.376900401,4.101990839,4.089129472,4.040945472,5.347759646,5.482925088,5.474838088,2.07873581,2.472231154,2.447145154,3.89386175,3.659050133,3.615454133,10.71250572,13.46318919,13.34334919,9.866865458,10.87404488,10.94222488,51.46593631,42.30033175,42.47001975,14.10408262,13.31262111,13.35528351,14.63797449,13.96658786,13.96658786
126,1367812800,3.424053322,3.81063333,3.80048935,8.387038175,7.890353507,7.867805265,15.93960889,14.75212,14.73316,9.354576855,10.6040627,10.5807887,4.610076183,6.4797585,6.4476085,5.525441772,6.4495724,6.4254804,7.061883045,7.7078725,7.6916985,3.988002051,4.42048265,4.40793965,6.068375381,6.59269724,6.57089924,12.25888952,15.53328,15.47336,12.18491503,13.9502604,13.9161704,58.70050554,43.30946844,43.39431244,16.24644042,15.7746388,15.7524188,15.89559692,15.96414,15.96414
127,1367899200,4.531429588,4.269522481,4.232503961,8.831133953,8.192523809,8.110238301,15.56134956,15.12990935,15.06354935,11.84182004,10.78134763,10.69988863,5.448781315,6.769583935,6.657058935,6.779499992,6.508156688,6.423834688,9.026757912,8.144107876,8.087498876,4.763147578,4.666471688,4.622571188,7.53587818,6.815245287,6.738952287,14.46176835,15.62071812,15.41099812,14.97432632,14.42023228,14.30091728,50.00269948,43.65189046,43.94884446,17.61006779,15.8769402,15.7991702,16.33146264,16.45417103,16.45417103
128,1367985600,4.318252008,4.213810168,4.205881478,8.961131233,7.857069528,7.874693579,15.71533375,15.34375647,15.32479647,12.05559917,10.68635512,10.66308112,5.839330569,6.297803238,6.329953238,6.773995173,6.306500938,6.316137738,9.067102628,8.016933638,8.000759638,4.759797847,4.533177268,4.545720268,7.589566546,6.488061843,6.509859843,16.42818041,15.18437856,15.24429856,15.30830237,14.56271197,14.52862197,52.52379637,45.09958404,45.01474004,17.53286339,15.80487186,15.78265186,16.09202709,16.42642048,16.42642048
129,1368072000,4.077653455,4.104062935,4.126388315,9.313225112,7.966408585,7.744376693,15.55903422,15.17106412,15.26586412,11.90977919,10.78949535,10.72898295,8.447113097,6.923117181,6.617692181,6.314668039,6.418576525,6.300525725,8.796049567,7.951479126,7.902957126,4.648523908,4.542161217,4.423002717,7.459018568,6.536796962,6.329715962,16.00853732,15.39387549,14.82463549,15.07862725,14.19472315,14.30994735,53.10754068,44.4401482,45.2461662,17.0708236,15.69686455,15.68397695,16.08203215,16.39092433,16.39092433
130,1368158400,4.151238154,3.673378778,3.690615998,9.484463822,7.71489571,7.753210948,15.4424978,14.81351207,14.85143207,12.19026876,10.46091835,10.50746635,9.330297803,6.075190587,6.139490587,6.964597458,6.00468296,6.05286696,8.744637341,7.566192127,7.598540127,4.724262573,4.159560735,4.184646735,7.380948265,6.097491251,6.141087251,16.83441991,15.00212973,15.12196973,16.1600151,13.6664175,13.7345975,52.79375482,44.02001218,43.85032418,17.32565655,15.30507349,15.34951349,15.77821197,15.85568355,15.85568355
131,1368244800,2.016271235,2.664797292,2.633438272,5.357185735,4.802916943,4.682340159,13.04716553,12.34983497,12.34035497,10.74578683,9.038701571,8.922331571,8.631252028,4.716194297,4.555444297,5.58381155,5.037513181,4.917053181,7.10562334,6.177934387,6.097064387,2.982254954,2.63308419,2.57036919,4.779338003,3.731372678,3.622382678,16.01810487,14.16527339,13.86567339,13.84460773,11.50136375,11.42909295,48.11401385,42.2170568,42.6412768,15.10726733,13.19425988,13.08315988,15.2051271,14.91100932,14.91100932
132,1368331200,1.984503884,2.651347796,2.521157736,5.106949083,4.880932349,4.591543275,11.81119105,11.82448258,11.58748258,10.27942304,9.099263832,8.808338832,7.573249316,3.517625204,3.115750204,4.54097069,4.563075398,4.261925398,5.917288378,5.534329216,5.332154216,2.636497918,2.628195278,2.471407778,4.390470954,3.805470114,3.532995114,14.63358644,14.49860983,13.74960983,12.42279602,11.370639,10.944514,47.42788763,40.97246117,42.03301117,14.93630936,13.39703509,13.11928509,14.51738884,14.12164428,14.12164428
133,1368417600,3.4606238,3.90126618,3.89982166,8.377453264,8.091814022,8.088603114,15.38489211,14.91328,14.9038,9.020148752,10.8018917,10.7902547,7.791766306,6.7530335,6.7369585,5.617382376,6.6543544,6.6423084,6.877121112,7.8453515,7.8372645,4.023935491,4.52709815,4.52082665,5.999652616,6.77798024,6.76708124,12.13615849,16.0426,16.01264,11.94256552,14.2400254,14.2229804,50.70203648,43.18050556,43.13808356,16.00100189,15.9635088,15.9523988,15.85532901,15.96414,15.96414
134,1368504000,3.518829771,4.398332701,4.427983091,8.20495538,8.478845747,8.544753228,15.22346903,15.35742935,15.41430935,9.221959501,11.06063563,11.13045763,7.269461919,7.155383935,7.251833935,5.59998372,6.797260688,6.869536688,7.064538164,8.338195876,8.386717876,4.079659924,4.816987688,4.854616688,6.047089052,7.076821287,7.142215287,12.51563748,16.33975812,16.51951812,12.0600594,14.82931228,14.93158228,51.28724655,43.48050558,43.73503758,15.8416156,16.1435802,16.2102402,16.09142967,16.45417103,16.45417103
135,1368590400,3.775354079,4.411520758,4.442912118,8.375749634,8.481818773,8.551596117,15.32270332,15.63763647,15.69451647,10.48084228,11.22398452,11.29380652,9.386933206,7.133703238,7.230153238,5.79878578,6.918437738,6.990713738,7.645969393,8.397022638,8.445544638,4.320056671,4.859295268,4.896924268,6.402193935,7.054809843,7.120203843,14.33716804,16.74229856,16.92205856,12.83064143,15.14633277,15.24860277,48.26903036,43.91007116,44.16460316,16.23625885,16.27326946,16.33992946,15.88971285,16.42642048,16.42642048
136,1368676800,4.542874312,4.221316995,4.289333405,9.600231599,8.227043259,8.378231498,15.6449476,15.37962412,15.49338412,11.50408495,11.04550935,11.18515335,9.856256815,7.276767181,7.469667181,7.298880581,6.683588525,6.828140525,8.806196425,8.129393126,8.226437126,4.829561307,4.680134217,4.755392217,7.257474715,6.776574962,6.907362962,16.68963693,16.05299549,16.41251549,15.54868748,14.56971315,14.77425315,47.1565961,43.5068642,43.75969932,17.67502418,15.94128455,16.07460455,16.31928709,16.39092433,16.39092433
137,1368763200,3.840515326,3.903219158,3.907342508,9.490972908,8.225789512,8.234954977,15.14532004,15.22115207,15.23063207,10.9533827,10.96130935,10.97294635,8.502277119,6.766415587,6.782490587,6.0379966,6.52266096,6.53470696,7.920687828,7.913933127,7.922020127,4.285369933,4.429235235,4.435506735,6.227269522,6.566148251,6.577047251,14.37923024,16.29040973,16.32036973,13.28152769,14.3993525,14.4163975,44.64691569,43.6365173,43.6789393,16.40952268,15.78280349,15.79391349,15.57187284,15.85568355,15.85568355
138,1368849600,2.25573442,2.770317322,2.888142722,5.050984119,5.03746898,5.29937364,12.99987601,12.52995497,12.73851497,9.89306219,9.259804571,9.515818571,8.839863654,5.021619297,5.375269297,4.944136596,5.266387181,5.531399181,6.688446165,6.331587387,6.509501387,2.83821147,2.75224269,2.89021569,4.632001466,3.938453678,4.178231678,13.82451113,14.73451339,15.39363339,11.68182025,11.82521875,12.20020875,41.9566312,41.4110388,41.91840592,14.76331674,13.40534988,13.64976988,15.07661685,14.91100932,14.91100932
139,1368936000,2.113326071,2.486408406,2.652824656,4.757500441,4.514301768,4.884215143,12.26966599,11.57800258,11.82448258,8.490018962,8.738516832,9.099263832,7.841774221,3.019300204,3.517625204,4.550577588,4.189649398,4.563075398,5.598553453,5.283632216,5.534329216,2.5591101,2.433778778,2.628195278,4.352922606,3.467601114,3.805470114,12.24904213,13.56984983,14.49860983,10.51323123,10.8722432,11.370639,42.38765241,42.28754317,40.97246117,14.57752046,13.05262509,13.39703509,14.08616588,14.12164428,14.12164428
140,1369022400,5.052546661,2.715167563,2.942846553,9.639638004,6.981279072,7.487368493,16.08602829,13.67952438,14.08716438,12.01927116,10.16881165,10.66920265,9.964574187,5.578888907,6.270113907,8.322423413,6.078713952,6.596691952,8.950990764,7.001273218,7.349014218,5.433046576,3.710982257,3.980656757,7.917323472,5.891398458,6.360055458,18.35224937,15.09884289,16.38712289,16.23685773,13.12087935,13.85381435,45.8323409,45.75007498,46.1301761,18.34708731,15.20406227,15.68179227,16.73134122,15.01323679,15.01323679
141,1369108800,4.428512,4.263387137,4.329139747,8.627411871,8.038258131,8.18441435,16.36380968,15.33233782,15.45557782,11.23937386,11.03021413,11.18149513,9.840461911,6.753894294,6.962869294,7.296531806,6.403955952,6.560553952,8.291444481,8.18901071,8.29414171,4.935856233,4.505945605,4.587475105,6.949482873,6.368557435,6.510244435,15.68825849,16.26299441,16.65247441,14.38420689,14.21902515,14.44061015,46.72621932,46.4024621,46.9539481,17.16077039,15.80398987,15.94841987,17.01149613,15.59020269,15.59020269
142,1369195200,3.923953397,3.831292151,4.068511441,8.603013979,8.181346893,8.708642684,16.23426251,15.66807172,16.08519172,10.05198705,10.93823595,11.45026395,7.959390444,7.009696084,7.716996084,6.389563958,6.735685328,7.265709328,7.400890025,7.9745591,8.3303871,4.467726109,4.505342527,4.781288527,6.436858574,6.547887796,7.027443796,13.63379272,16.47676197,17.79500197,13.15899967,14.1315971,14.8815771,44.75310731,46.94182704,48.80839504,16.44211378,15.89806265,16.38690265,15.56657649,15.16087261,15.16087261
